policy_id,customer_id,product_line,sum_insured,annual_premium,deductible,start_date,end_date,duration_months,agent_id,channel,riders,renewal_status,lapse_flag,state
POL054633,CUST030766,Motor,240260.0,6442.4,558.85,2024-05-15,2027-04-30,36.0,AGT000273,Bancassurance,Accidental Death,Active,False,Rajasthan
POL054634,CUST028229,Travel,2371196.0,136355.59,14538.6,2023-09-25,2025-09-14,24.0,AGT000069,Broker,None,Renewed,False,Madhya Pradesh
POL054635,CUST005355,Health,5314864.0,269110.86,17973.62,2022-07-08,2024-06-27,24.0,AGT000492,Agent,Critical Illness,Active,False,Rajasthan
POL054636,CUST017460,Motor,123701.0,2744.79,508.81,2020-12-15,2021-12-10,12.0,AGT000154,Agent,None,,False,Karnataka
POL054637,CUST035191,Motor,235507.0,7424.0,873.76,2021-05-29,2022-05-24,12.0,AGT000418,Online,None,Renewed,False,Bihar
POL054638,CUST049614,Health,2923712.0,94124.61,11171.68,2023-04-18,2024-04-12,12.0,AGT000094,Online,None,Renewed,False,Uttar Pradesh
POL054639,CUST023203,Health,4752501.0,159141.67,30866.43,2022-07-21,2025-07-05,36.0,AGT000046,Direct,Accidental Death,Active,True,Chhattisgarh
POL054640,CUST036424,Marine,110308.0,1988.54,233.0,2020-03-04,2021-02-27,12.0,AGT000290,Direct,Critical Illness,Active,False,Uttar Pradesh
POL054641,CUST009873,Life,6637945.0,122883.98,17157.49,2023-03-30,2024-03-24,12.0,AGT000332,Agent,Accidental Death,Active,False,Andhra Pradesh
POL054642,CUST040876,Motor,558273.0,12696.82,2036.12,2020-09-09,2021-09-04,12.0,AGT000133,Broker,Accidental Death,Cancelled,False,Bihar
POL054643,CUST021419,Motor,14907626.0,471035.03,34436.32,2022-04-24,2024-04-13,24.0,AGT000303,Bancassurance,Critical Illness,Active,False,Uttar Pradesh
POL054644,CUST012710,Life,7127009.0,116522.43,9714.33,2022-04-29,2027-04-03,60.0,AGT000448,Agent,Critical Illness,Active,False,Tamil Nadu
POL054645,CUST015797,Health,633413.0,29575.87,3854.53,2023-01-19,2024-01-14,12.0,AGT000329,Broker,Accidental Death,Lapsed,False,Bihar
POL054646,CUST031120,Motor,148904.0,3712.24,570.2,2022-05-22,2025-05-06,36.0,AGT000399,Agent,None,Cancelled,False,Assam
POL054647,CUST008174,Motor,5171211.0,126784.48,11683.3,2023-09-02,2025-08-22,24.0,AGT000118,Direct,None,Active,False,Tamil Nadu
POL054648,CUST041556,Life,85947.0,1276.5,198.85,2020-03-08,2023-02-21,36.0,AGT000322,Direct,None,Renewed,False,Jharkhand
POL054649,CUST042578,Travel,148043.0,6945.4,416.98,2020-09-06,2021-09-01,12.0,AGT000270,Agent,Critical Illness,Active,False,Karnataka
POL054650,CUST019289,Health,235367.0,8534.12,1238.95,2023-06-11,2024-06-05,12.0,AGT000346,Bancassurance,Accidental Death,Active,False,Odisha
POL054651,CUST045492,Marine,3285498.0,60854.39,3442.58,2022-10-28,2025-10-12,36.0,AGT000249,Agent,Critical Illness,Active,False,Uttar Pradesh
POL054652,CUST040866,Motor,13972819.0,375377.22,28597.54,2020-01-26,2022-01-15,24.0,AGT000483,Direct,None,Renewed,False,Andhra Pradesh
POL054653,CUST039714,Health,4667437.0,214826.85,39825.99,2023-12-28,2025-12-17,24.0,AGT000462,Online,None,Active,False,Maharashtra
POL054654,CUST022164,Health,13157994.0,576467.34,91589.49,2021-08-17,2022-08-12,12.0,AGT000204,Direct,None,Active,False,Tamil Nadu
POL054655,CUST022265,Travel,429556.0,22286.99,3131.49,2023-07-10,2026-06-24,36.0,AGT000095,Agent,None,Active,False,Maharashtra
POL054656,CUST010055,Home,99443.0,951.37,155.91,2021-08-15,2026-07-20,60.0,AGT000495,Direct,Zero Dep,Active,False,Uttar Pradesh
POL054657,CUST046115,Home,708952.0,7025.35,565.19,2023-11-19,2024-11-13,12.0,AGT000482,Agent,Critical Illness,Active,False,Maharashtra
POL054658,CUST047613,Motor,139428.0,3950.35,373.13,2023-09-12,2024-09-06,12.0,AGT000083,Broker,None,Renewed,True,Bihar
POL054659,CUST013707,Life,895866.0,13576.21,875.28,2022-10-24,2023-10-19,12.0,AGT000136,Agent,None,Active,True,Tamil Nadu
POL054660,CUST014434,Health,2961541.0,141921.09,25450.05,2022-06-07,2027-05-12,60.0,AGT000434,Direct,Accidental Death,Lapsed,False,Uttar Pradesh
POL054661,CUST014279,Home,576247.0,5021.4,328.14,2023-05-16,2024-05-10,12.0,AGT000421,Bancassurance,None,Active,False,Uttar Pradesh
POL054662,CUST029426,Health,8140803.0,399328.1,72113.98,2023-09-27,2024-09-21,12.0,AGT000228,Agent,Critical Illness,Active,True,Tamil Nadu
POL054663,CUST047994,Health,530380.0,20051.96,2048.42,2020-01-13,2021-01-07,12.0,AGT000360,Agent,Zero Dep,Active,False,Maharashtra
POL054664,CUST027395,Home,206062.0,1889.47,268.02,2021-12-01,2023-11-21,24.0,AGT000135,Online,Critical Illness,Cancelled,False,Maharashtra
POL054665,CUST023830,Travel,146552.0,7175.46,1314.94,2020-07-30,2021-07-25,12.0,AGT000003,Direct,None,Active,False,Rajasthan
POL054666,CUST047919,Motor,3390435.0,94096.4,12299.5,2024-03-16,2025-03-11,12.0,AGT000252,Direct,None,Active,False,Karnataka
POL054667,CUST030591,Health,168628.0,8624.03,806.47,2020-10-05,2021-09-30,12.0,AGT000470,Online,Zero Dep,Active,False,Delhi
POL054668,CUST014142,Life,6657444.0,98664.28,16156.03,2022-09-12,2024-09-01,24.0,AGT000334,Broker,None,Cancelled,False,Tamil Nadu
POL054669,CUST033834,Life,146076.0,2452.08,163.44,2021-05-23,2024-05-07,36.0,AGT000135,Agent,Accidental Death,Renewed,False,Rajasthan
POL054670,CUST047785,Health,415609.0,18073.62,1628.41,2021-02-18,2023-02-08,24.0,AGT000178,Broker,Accidental Death,Renewed,True,Haryana
POL054671,CUST026860,Motor,6077407.0,165037.31,18795.83,2020-01-04,2021-12-24,24.0,AGT000305,Agent,Critical Illness,Active,False,Gujarat
POL054672,CUST046440,Health,412638.0,17683.24,1582.26,2020-09-09,2021-09-04,12.0,AGT000379,Agent,Accidental Death,Renewed,False,Maharashtra
POL054673,CUST027046,Motor,2489802.0,60849.69,11312.23,2022-06-01,2023-05-27,12.0,AGT000411,Broker,Accidental Death,Active,False,Punjab
POL054674,CUST011996,Motor,294413.0,6863.2,379.77,2021-05-03,2022-04-28,12.0,AGT000096,Online,None,Lapsed,False,Delhi
POL054675,CUST039550,Life,265275.0,4786.64,672.49,2021-12-10,2022-12-05,12.0,AGT000088,Direct,Critical Illness,Active,False,Telangana
POL054676,CUST020355,Crop,509691.0,32078.89,1883.69,2023-01-27,2024-01-22,12.0,AGT000191,Agent,None,Renewed,False,Uttar Pradesh
POL054677,CUST042243,Life,87050.0,1267.89,223.65,2021-08-31,2022-08-26,12.0,AGT000049,Online,None,Renewed,False,Uttar Pradesh
POL054678,CUST015312,Life,195583.0,3002.73,448.28,2020-06-27,2022-06-17,24.0,AGT000397,Agent,None,Active,False,Andhra Pradesh
POL054679,CUST036920,Life,1419162.0,20583.73,2747.28,2021-02-21,2022-02-16,12.0,AGT000155,Direct,Critical Illness,Cancelled,False,Uttar Pradesh
POL054680,CUST031678,Health,228793.0,9848.47,624.03,2022-02-15,2024-02-05,24.0,AGT000042,Agent,Critical Illness,Active,False,Uttar Pradesh
POL054681,CUST007735,Life,3059029.0,54087.49,8528.68,2021-07-25,2023-07-15,24.0,AGT000468,Broker,Zero Dep,Renewed,False,Manipur
POL054682,CUST038291,Home,114615.0,995.04,63.93,2022-10-03,2025-09-17,36.0,AGT000075,Broker,Accidental Death,Renewed,True,West Bengal
POL054683,CUST037438,Motor,12446403.0,271171.33,21256.24,2022-03-19,2023-03-14,12.0,AGT000020,Broker,Critical Illness,Renewed,False,Karnataka
POL054684,CUST027562,Life,404375.0,6901.22,421.74,2021-09-13,2022-09-08,12.0,AGT000080,Direct,None,Active,False,Assam
POL054685,CUST013856,Home,196749.0,1761.94,210.04,2022-04-06,2024-03-26,24.0,AGT000041,Agent,None,Active,False,Rajasthan
POL054686,CUST017008,Health,218386.0,8710.54,564.0,2024-02-27,2025-02-21,12.0,AGT000020,Broker,None,Active,True,Andhra Pradesh
POL054687,CUST000660,Motor,10712654.0,273148.24,22519.74,2022-06-17,2025-06-01,36.0,AGT000437,Agent,Critical Illness,Renewed,False,West Bengal
POL054688,CUST011789,Health,2649360.0,107146.32,20686.59,2021-05-08,2022-05-03,12.0,AGT000279,Direct,Accidental Death,Active,False,Telangana
POL054689,CUST037920,Motor,969426.0,29647.93,4181.7,2021-01-19,2023-01-09,24.0,AGT000156,Agent,Critical Illness,Renewed,False,Kerala
POL054690,CUST012448,Health,235290.0,11750.7,1999.69,2020-03-17,2021-03-12,12.0,AGT000225,Broker,None,Renewed,False,Uttar Pradesh
POL054691,CUST008411,Motor,1200461.0,28858.89,4587.68,2021-09-06,2022-09-01,12.0,AGT000385,Online,Accidental Death,Active,False,Rajasthan
POL054692,CUST037578,Health,495129.0,24383.2,4097.57,2021-03-21,2022-03-16,12.0,AGT000339,Agent,None,Active,False,Karnataka
POL054693,CUST004085,Home,2806144.0,25194.14,2324.31,2022-01-02,2022-12-28,12.0,AGT000493,Agent,None,Active,False,Uttar Pradesh
POL054694,CUST006312,Travel,1303137.0,67279.79,11456.82,2024-05-09,2025-05-04,12.0,AGT000165,Agent,None,Renewed,False,Delhi
POL054695,CUST033928,Health,472097.0,22478.32,3253.22,2022-07-04,2023-06-29,12.0,AGT000403,Agent,None,Cancelled,False,Tamil Nadu
POL054696,CUST005158,Health,2965580.0,106251.01,18820.92,2023-08-04,2026-07-19,36.0,AGT000436,Online,Accidental Death,Active,False,Rajasthan
POL054697,CUST022132,Motor,275477.0,5836.6,1103.64,2020-08-25,2021-08-20,12.0,AGT000094,Agent,Zero Dep,Renewed,False,Madhya Pradesh
POL054698,CUST030998,Motor,687546.0,21885.17,3250.76,2020-02-05,2021-01-30,12.0,AGT000286,Agent,None,Active,True,Andhra Pradesh
POL054699,CUST033651,Home,3487822.0,34031.61,3289.25,2024-02-16,2026-02-05,24.0,AGT000319,Direct,None,Active,False,Uttar Pradesh
POL054700,CUST008476,Health,419458.0,16765.44,2654.29,2022-11-08,2023-11-03,12.0,AGT000006,Agent,None,Active,False,Uttar Pradesh
POL054701,CUST027170,Motor,1037998.0,26800.29,4053.79,2022-07-01,2023-06-26,12.0,AGT000216,Agent,None,Cancelled,False,Tamil Nadu
POL054702,CUST016507,Health,466292.0,23639.09,2651.12,2021-03-02,2023-02-20,24.0,AGT000400,Agent,Critical Illness,Active,False,Maharashtra
POL054703,CUST009516,Travel,668457.0,35958.25,3853.73,2023-05-19,2025-05-08,24.0,AGT000325,Agent,None,Active,False,Andhra Pradesh
POL054704,CUST031884,Health,80447.0,4135.35,750.96,2023-08-16,2024-08-10,12.0,AGT000243,Agent,Accidental Death,Active,True,Madhya Pradesh
POL054705,CUST011539,Motor,589906.0,15668.04,2814.18,2021-03-05,2026-02-07,60.0,AGT000038,Direct,Zero Dep,Cancelled,False,Rajasthan
POL054706,CUST037332,Motor,8376661.0,249892.48,31652.03,2021-05-20,2023-05-10,24.0,AGT000181,Online,None,Renewed,False,Rajasthan
POL054707,CUST003573,Health,6635114.0,256896.73,37352.43,2024-03-18,2025-03-13,12.0,AGT000319,Direct,None,Renewed,False,Uttar Pradesh
POL054708,CUST030334,Health,162907.0,6514.09,1190.04,2021-09-27,2024-09-11,36.0,AGT000282,Agent,None,Active,False,Maharashtra
POL054709,CUST034928,Motor,9291672.0,290477.63,21475.65,2023-09-23,2024-09-17,12.0,AGT000149,Direct,None,Cancelled,True,Uttar Pradesh
POL054710,CUST016934,Life,3541750.0,57505.81,5691.16,2021-03-03,2022-02-26,12.0,AGT000178,Bancassurance,None,Cancelled,False,West Bengal
POL054711,CUST038602,Health,11324663.0,552116.08,73445.6,2023-06-06,2024-05-31,12.0,AGT000247,Broker,None,Active,False,Karnataka
POL054712,CUST028180,Home,104848.0,817.17,72.91,2022-04-21,2024-04-10,24.0,AGT000199,Agent,Critical Illness,Active,False,Karnataka
POL054713,CUST011313,Travel,3671614.0,164726.6,25603.27,2021-03-21,2022-03-16,12.0,AGT000465,Agent,None,Active,True,Uttar Pradesh
POL054714,CUST036947,Travel,426223.0,18595.27,3212.93,2024-05-31,2025-05-26,12.0,AGT000469,Direct,Zero Dep,Renewed,False,Rajasthan
POL054715,CUST042490,Home,4986913.0,41038.07,4117.0,2020-12-06,2021-12-01,12.0,AGT000252,Bancassurance,Accidental Death,Lapsed,False,Gujarat
POL054716,CUST033706,Travel,296765.0,15815.7,2947.24,2022-03-24,2023-03-19,12.0,AGT000445,Direct,None,Renewed,True,Haryana
POL054717,CUST048731,Health,6412064.0,267529.88,22835.01,2021-02-28,2024-02-13,36.0,AGT000455,Broker,None,Active,False,Maharashtra
POL054718,CUST046504,Home,119237.0,878.03,104.77,2022-04-15,2023-04-10,12.0,AGT000113,Agent,Accidental Death,Active,False,Maharashtra
POL054719,CUST022377,Life,9000014.0,144812.38,22713.82,2023-07-27,2025-07-16,24.0,AGT000196,Broker,None,Active,False,Gujarat
POL054720,CUST009006,Travel,2796318.0,155983.68,28604.91,2022-09-14,2027-08-19,60.0,AGT000250,Direct,Accidental Death,Active,False,Rajasthan
POL054721,CUST022760,Health,407926.0,15481.94,2057.73,2020-07-21,2021-07-16,12.0,AGT000035,Direct,None,Active,False,Bihar
POL054722,CUST041548,Life,8599588.0,105130.59,16654.1,2023-06-18,2024-06-12,12.0,AGT000455,Agent,Critical Illness,Active,False,Maharashtra
POL054723,CUST011122,Life,107657.0,1540.38,271.43,2022-10-18,2025-10-02,36.0,AGT000047,Bancassurance,None,Lapsed,False,Tamil Nadu
POL054724,CUST035607,Home,641940.0,5565.63,523.48,2023-08-23,2024-08-17,12.0,AGT000145,Agent,None,Renewed,False,Karnataka
POL054725,CUST004922,Home,5855215.0,45518.55,3127.17,2022-03-31,2023-03-26,12.0,,Agent,None,Active,False,Bihar
POL054726,CUST018217,Health,2260778.0,88509.66,16312.96,2023-03-06,2025-02-23,24.0,AGT000170,Broker,Accidental Death,Renewed,False,Assam
POL054727,CUST044392,Motor,2269029.0,47274.19,4855.68,2020-12-27,2022-12-17,24.0,AGT000488,Agent,Critical Illness,Lapsed,False,Uttar Pradesh
POL054728,CUST016970,Travel,2038999.0,124972.54,24888.65,2020-06-11,2021-06-06,12.0,AGT000170,Agent,None,Renewed,False,Bihar
POL054729,CUST012195,Home,149849.0,1516.2,166.92,2023-07-30,2024-07-24,12.0,AGT000484,Direct,None,Cancelled,False,Telangana
POL054730,CUST044620,Health,5830130.0,202995.67,25693.84,2020-10-04,2021-09-29,12.0,AGT000336,Agent,Accidental Death,Active,False,Maharashtra
POL054731,CUST009230,Crop,10513902.0,506406.49,34704.78,2024-05-16,2025-05-11,12.0,AGT000148,Agent,None,Active,False,Uttar Pradesh
POL054732,CUST025343,Health,1345315.0,58726.04,9045.18,2023-04-10,2026-03-25,36.0,AGT000281,Broker,Critical Illness,Active,False,Bihar
POL054733,CUST026794,Motor,2017714.0,52498.7,8825.95,2020-04-01,2022-03-22,24.0,AGT000229,Broker,None,Active,False,Chhattisgarh
POL054734,CUST019779,Home,14773336.0,106947.75,20262.8,2021-07-13,2022-07-08,12.0,AGT000220,Agent,None,Lapsed,False,Bihar
POL054735,CUST042102,Home,3265417.0,30804.84,5222.69,2020-10-03,2021-09-28,12.0,AGT000250,Direct,None,Active,False,Chhattisgarh
POL054736,CUST032972,Health,229734.0,11168.32,1030.48,2020-04-10,2021-04-05,12.0,AGT000311,Broker,Accidental Death,Active,False,Rajasthan
POL054737,CUST031168,Home,12604175.0,125745.54,11109.86,2020-06-02,2021-05-28,12.0,AGT000153,Agent,None,Active,False,Uttar Pradesh
POL054738,CUST025834,Health,846766.0,39974.51,3409.4,2023-01-02,2023-12-28,12.0,AGT000205,Direct,Accidental Death,Cancelled,False,Uttar Pradesh
POL054739,CUST018424,Motor,667964.0,20275.8,2421.16,2023-10-04,2026-09-18,36.0,AGT000095,Direct,Accidental Death,Renewed,False,Delhi
POL054740,CUST031932,Motor,105326.0,3219.65,483.14,2023-03-05,2026-02-17,36.0,AGT000168,Broker,Accidental Death,Active,False,Uttar Pradesh
POL054741,CUST008336,Motor,139978.0,3057.14,583.26,2020-08-08,2021-08-03,12.0,AGT000356,Direct,None,Active,False,West Bengal
POL054742,CUST017344,Motor,269697.0,8381.87,627.16,2022-11-18,2023-11-13,12.0,AGT000389,Direct,Critical Illness,Renewed,False,Bihar
POL054743,CUST029582,Travel,3049345.0,189598.12,36305.15,2023-04-10,2024-04-04,12.0,AGT000325,Direct,Critical Illness,Active,False,Bihar
POL054744,CUST009098,Life,500235.0,7711.09,1396.93,2020-10-18,2023-10-03,36.0,AGT000270,Direct,None,Active,False,Uttar Pradesh
POL054745,CUST027323,Travel,623563.0,38244.44,4312.72,2023-10-22,2025-10-11,24.0,AGT000463,Agent,Critical Illness,Active,False,Madhya Pradesh
POL054746,CUST022185,Motor,3605077.0,93892.32,14299.19,2023-02-15,2026-01-30,36.0,AGT000117,Bancassurance,Accidental Death,Active,False,Uttar Pradesh
POL054747,CUST016939,Motor,114622.0,3653.55,727.82,2020-11-23,2021-11-18,12.0,AGT000005,Agent,None,Active,False,Tamil Nadu
POL054748,CUST005121,Home,131807.0,860.79,46.77,2020-07-20,2023-07-05,36.0,AGT000375,Agent,None,Active,False,Odisha
POL054749,CUST030247,Marine,625526.0,15704.86,1386.64,2023-12-13,2026-11-27,36.0,AGT000073,Broker,Accidental Death,Active,False,Rajasthan
POL054750,CUST038247,Health,244626.0,12246.33,734.61,2020-10-31,2021-10-26,12.0,AGT000246,Agent,Accidental Death,Renewed,False,Maharashtra
POL054751,CUST035252,Health,1113422.0,48212.43,9009.03,2021-12-14,2022-12-09,12.0,AGT000208,Online,None,Lapsed,False,Andhra Pradesh
POL054752,CUST028307,Motor,292247.0,7119.68,990.94,2024-01-31,2026-01-20,24.0,AGT000247,Agent,Critical Illness,Active,False,Madhya Pradesh
POL054753,CUST048631,Health,945516.0,33490.43,2779.28,2023-02-07,2024-02-02,12.0,AGT000391,Direct,Critical Illness,Renewed,False,Uttar Pradesh
POL054754,CUST028522,Health,2745285.0,88799.87,9114.62,2021-12-20,2022-12-15,12.0,AGT000104,Broker,None,Active,False,West Bengal
POL054755,CUST009032,Life,3555986.0,60416.65,10885.74,2021-10-17,2024-10-01,36.0,AGT000138,Agent,None,Active,False,Uttar Pradesh
POL054756,CUST009422,Motor,664871.0,16156.01,1861.49,2022-05-18,2023-05-13,12.0,AGT000333,Direct,Accidental Death,Cancelled,False,Assam
POL054757,CUST048316,Motor,748383.0,22282.1,2428.98,2022-12-12,2023-12-07,12.0,AGT000250,Direct,None,Active,False,West Bengal
POL054758,CUST042767,Home,210141.0,2019.14,365.29,2020-11-07,2021-11-02,12.0,AGT000064,Direct,Critical Illness,Active,True,Uttar Pradesh
POL054759,CUST002684,Home,2192867.0,20536.34,2167.89,2023-09-08,2024-09-02,12.0,AGT000338,Agent,Accidental Death,Active,False,Bihar
POL054760,CUST004924,Health,1310783.0,68054.22,7307.8,2020-04-04,2021-03-30,12.0,AGT000017,Agent,Zero Dep,Renewed,False,Tamil Nadu
POL054761,CUST010017,Health,600451.0,30942.15,2532.1,2020-02-15,2021-02-09,12.0,AGT000366,Online,None,Active,False,Odisha
POL054762,CUST022990,Home,5354067.0,52106.63,3559.44,2022-05-03,2024-04-22,24.0,AGT000344,Online,Critical Illness,Cancelled,True,Gujarat
POL054763,CUST041067,Marine,9961600.0,182840.8,15815.94,2022-03-28,2023-03-23,12.0,AGT000008,Bancassurance,None,Active,False,Punjab
POL054764,CUST026189,Life,685640.0,8667.24,1102.53,2023-12-12,2024-12-06,12.0,AGT000268,Agent,None,Active,False,Haryana
POL054765,CUST008772,Motor,2663231.0,60902.13,10129.0,2021-04-20,2026-03-25,60.0,AGT000323,Agent,None,Renewed,False,Gujarat
POL054766,CUST001606,Motor,663217.0,21260.77,4210.33,2020-09-04,2021-08-30,12.0,AGT000483,Online,Critical Illness,Cancelled,False,Gujarat
POL054767,CUST034780,Health,475368.0,20709.51,1088.19,2020-08-10,2023-07-26,36.0,AGT000236,Agent,None,Renewed,True,Maharashtra
POL054768,CUST011885,Motor,2267106.0,71323.61,7881.49,2022-10-15,2023-10-10,12.0,AGT000127,Broker,Critical Illness,Active,True,Andhra Pradesh
POL054769,CUST044630,Health,929068.0,31233.83,3279.86,2023-08-12,2024-08-06,12.0,AGT000284,Online,None,Active,False,Uttar Pradesh
POL054770,CUST046941,Health,4806211.0,246943.36,39027.13,2022-05-21,2025-05-05,36.0,AGT000345,Agent,None,Active,False,Uttar Pradesh
POL054771,CUST002453,Health,1121865.0,38236.46,7408.46,2022-02-14,2023-02-09,12.0,AGT000210,Bancassurance,Accidental Death,Renewed,False,Telangana
POL054772,CUST021918,Crop,3459943.0,211988.14,14692.39,2021-03-05,2022-02-28,12.0,AGT000316,Online,Critical Illness,Active,True,Uttar Pradesh
POL054773,CUST024729,Motor,6494588.0,195391.53,20039.44,2023-10-18,2024-10-12,12.0,AGT000311,Agent,None,Active,False,Uttar Pradesh
POL054774,CUST040191,Motor,97109.0,2582.14,235.74,2024-05-10,2027-04-25,36.0,AGT000168,Direct,None,Renewed,False,Haryana
POL054775,CUST046296,Life,101295.0,1528.89,129.86,2021-01-31,2024-01-16,36.0,AGT000133,Agent,Accidental Death,Cancelled,False,Andhra Pradesh
POL054776,CUST022061,Motor,9254165.0,244957.62,13134.49,2023-03-11,2024-03-05,12.0,AGT000231,Direct,None,Active,False,Rajasthan
POL054777,CUST042383,Life,2792448.0,49390.54,7934.42,2022-01-19,2023-01-14,12.0,AGT000298,Direct,Accidental Death,Lapsed,False,Rajasthan
POL054778,CUST018932,Motor,4829310.0,120739.01,6195.04,2020-01-10,2021-01-04,12.0,AGT000234,Broker,None,Active,False,Chhattisgarh
POL054779,CUST001274,Motor,5546079.0,148139.82,10137.53,2024-03-10,2025-03-05,12.0,AGT000015,Direct,None,Active,False,Rajasthan
POL054780,CUST015275,Life,6318422.0,83396.65,15506.56,2022-05-03,2025-04-17,36.0,AGT000029,Agent,Critical Illness,Renewed,False,Bihar
POL054781,CUST038565,Marine,2563900.0,66299.35,10360.11,2024-03-12,2025-03-07,12.0,AGT000069,Online,None,Lapsed,False,Uttar Pradesh
POL054782,CUST017378,Crop,6557485.0,426934.88,48452.5,2020-05-03,2021-04-28,12.0,AGT000112,Agent,None,Renewed,False,Uttarakhand
POL054783,CUST015928,Life,255560.0,4770.72,953.48,2022-10-30,2023-10-25,12.0,AGT000303,Agent,Critical Illness,Active,False,Punjab
POL054784,CUST044482,Motor,12141073.0,249937.2,38945.02,2023-09-24,2024-09-18,12.0,AGT000387,Agent,Zero Dep,Renewed,False,Telangana
POL054785,CUST002271,Home,935636.0,8447.38,1624.96,2024-06-26,2026-06-16,24.0,AGT000292,Direct,Accidental Death,Renewed,False,Bihar
POL054786,CUST027344,Marine,10158229.0,212843.59,10895.34,2020-04-03,2021-03-29,12.0,AGT000471,Online,Accidental Death,Renewed,True,Jharkhand
POL054787,CUST019912,Motor,184093.0,4435.66,367.33,2021-09-19,2022-09-14,12.0,AGT000109,Direct,None,Lapsed,False,Punjab
POL054788,CUST012847,Marine,276077.0,6711.81,696.61,2023-06-10,2025-05-30,24.0,AGT000458,Direct,None,Active,False,Tamil Nadu
POL054789,CUST032839,Marine,2259738.0,51548.75,6264.68,2020-07-15,2021-07-10,12.0,AGT000023,Agent,None,Active,False,Madhya Pradesh
POL054790,CUST023600,Motor,116807.0,2599.83,287.21,2023-08-25,2024-08-19,12.0,AGT000284,Agent,Critical Illness,Cancelled,False,Madhya Pradesh
POL054791,CUST013426,Motor,6232000.0,171941.15,9982.9,2020-04-03,2022-03-24,24.0,AGT000310,Direct,Critical Illness,Lapsed,False,Assam
POL054792,CUST026020,Health,1123290.0,38817.92,7344.87,2020-03-03,2023-02-16,36.0,AGT000124,Agent,None,Active,False,Gujarat
POL054793,CUST003977,Motor,630376.0,18110.8,3411.96,2020-04-30,2023-04-15,36.0,AGT000398,Agent,Zero Dep,Lapsed,False,Uttar Pradesh
POL054794,CUST041815,Motor,4788093.0,99610.36,7680.04,2023-03-18,2025-03-07,24.0,AGT000396,Agent,Accidental Death,Renewed,False,Uttar Pradesh
POL054795,CUST037104,Motor,13696900.0,352192.01,30033.16,2023-01-21,2024-01-16,12.0,AGT000455,Bancassurance,Critical Illness,Renewed,False,Tamil Nadu
POL054796,CUST012090,Motor,128103.0,2679.16,216.83,2021-04-15,2022-04-10,12.0,AGT000484,Broker,None,Active,False,Maharashtra
POL054797,CUST028185,Travel,5545790.0,259094.18,43201.65,2022-12-13,2027-11-17,60.0,AGT000446,Agent,Zero Dep,Lapsed,False,Manipur
POL054798,CUST032477,Motor,120924.0,2523.84,348.44,2023-08-23,2024-08-17,12.0,AGT000189,Agent,Critical Illness,Renewed,False,Gujarat
POL054799,CUST030954,Health,14015647.0,623388.39,45134.69,2023-02-05,2024-01-31,12.0,AGT000441,Agent,None,Lapsed,False,Uttar Pradesh
POL054800,CUST034035,Life,3084619.0,50268.58,3246.34,2022-01-23,2023-01-18,12.0,AGT000234,Agent,None,Lapsed,False,Andhra Pradesh
POL054801,CUST030923,Life,621133.0,9673.02,1466.69,2020-03-23,2021-03-18,12.0,AGT000302,Direct,None,Renewed,False,Odisha
POL054802,CUST044110,Health,3021477.0,115376.01,20031.29,2023-09-30,2024-09-24,12.0,AGT000353,Broker,None,Active,False,Bihar
POL054803,CUST038113,Motor,1000095.0,24346.21,3469.51,2023-05-15,2025-05-04,24.0,AGT000100,Agent,Critical Illness,Renewed,False,Tamil Nadu
POL054804,CUST043674,Marine,4550994.0,117600.16,13060.95,2023-01-04,2024-12-24,24.0,AGT000301,Direct,None,Active,False,Maharashtra
POL054805,CUST031037,Travel,92270.0,4915.39,318.0,2023-04-05,2024-03-30,12.0,AGT000053,Direct,None,Active,False,Bihar
POL054806,CUST027742,Motor,965411.0,19523.72,1146.39,2020-08-02,2023-07-18,36.0,AGT000344,Direct,Critical Illness,Active,False,Maharashtra
POL054807,CUST034551,Home,86818.0,851.36,54.65,2021-05-13,2022-05-08,12.0,AGT000123,Agent,Critical Illness,Renewed,False,Uttar Pradesh
POL054808,CUST011660,Home,118237.0,1167.85,195.37,2023-09-22,2026-09-06,36.0,AGT000419,Broker,Accidental Death,Active,False,West Bengal
POL054809,CUST011994,Health,4065658.0,133574.03,23869.83,2021-09-30,2024-09-14,36.0,AGT000088,Agent,None,Active,False,Assam
POL054810,CUST036346,Motor,1361924.0,32612.41,6367.42,2021-05-17,2024-05-01,36.0,AGT000368,Broker,None,Active,False,Uttar Pradesh
POL054811,CUST035188,Crop,9109875.0,510856.77,73493.19,2023-05-11,2025-04-30,24.0,AGT000166,Agent,Accidental Death,Active,False,Bihar
POL054812,CUST006425,Health,81713.0,3520.03,501.22,2022-09-18,2024-09-07,24.0,AGT000383,Broker,Critical Illness,Renewed,False,Maharashtra
POL054813,CUST003662,Health,4087392.0,200749.34,19825.21,2021-03-30,2023-03-20,24.0,AGT000203,Agent,Critical Illness,Lapsed,False,Haryana
POL054814,CUST037635,Motor,244277.0,6664.65,392.39,2023-05-17,2024-05-11,12.0,AGT000349,Broker,Zero Dep,Active,False,Karnataka
POL054815,CUST034558,Motor,1060804.0,26976.49,3025.2,2021-09-15,2022-09-10,12.0,AGT000357,Online,None,Active,False,Uttar Pradesh
POL054816,CUST004874,Home,12642507.0,109427.25,18313.68,2020-01-04,2021-12-24,24.0,AGT000286,Agent,Accidental Death,Active,False,Karnataka
